source_file,column_name,current_status,commercial_potential,notes
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementNumber-numeroApprovisionnement,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,solicitationNumber-numeroSollicitation,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractNumber-numeroContrat,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,numberOfRecords-nombreEnregistrements,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,publicationDate-datePublication,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractAwardDate-dateAttributionContrat,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,amendmentDate-dateModification,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractStartDate-contratDateDebut,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractEndDate-dateFinContrat,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractAmount-montantContrat,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,totalContractValue-valeurTotaleContrat,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractCurrency-contratMonnaie,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractStatus-statutContrat-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractStatus-statutContrat-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,instrumentType-typeInstrument-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,instrumentType-typeInstrument-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,amendmentType-typeModification-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,amendmentType-typeModification-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,gsin-nibs,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,gsinDescription-nibsDescription-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,gsinDescription-nibsDescription-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,unspsc,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,unspscDescription-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,unspscDescription-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementCategory-categorieApprovisionnement,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,noticeType-avisType-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,noticeType-avisType-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementMethod-methodeApprovisionnement-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementMethod-methodeApprovisionnement-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,selectionCriteria-criteresSelection-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,selectionCriteria-criteresSelection-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,limitedTenderingReason-raisonAppelOffresLimite-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,limitedTenderingReason-raisonAppelOffresLimite-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,tradeAgreements-accordsCommerciaux-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,tradeAgreements-accordsCommerciaux-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,regionsOfDelivery-regionsLivraison-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,regionsOfDelivery-regionsLivraison-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierLegalName-nomLegalFournisseur-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierLegalName-nomLegalFournisseur-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierStandardizedName-nomNormaliseFournisseur-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierStandardizedName-nomNormaliseFournisseur-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierOperatingName-nomCommercialFournisseur-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierOperatingName-nomCommercialFournisseur-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierEmployeeCount-fournisseurNombreEmployes-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierEmployeeCount-fournisseurNombreEmployes-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressLine-ligneAdresseFournisseur-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressLine-ligneAdresseFournisseur-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressCity-fournisseurAdresseVille-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressCity-fournisseurAdresseVille-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressProvince-fournisseurAdresseProvince-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressProvince-fournisseurAdresseProvince-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressPostalCode-fournisseurAdresseCodePostal,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressCountry-fournisseurAdressePays-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressCountry-fournisseurAdressePays-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractingEntityName-nomEntitContractante-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractingEntityName-nomEntitContractante-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractingEntityAddressLine-ligneAdresseEntiteContractante-eng,inventory_only,to_be_scored,
